"Sample name","Sample accession","Lane name","Lane accession"
ILBEcoli5442578,ERS206743,9475_4#65,ERR279361
ILBEcoli5442579,ERS206744,9475_4#66,ERR279362
ILBEcoli5442580,ERS206745,9475_4#67,ERR279363
ILBEcoli5442581,ERS206746,9475_4#68,ERR279364
ILBEcoli5442582,ERS206747,9475_4#69,ERR279365
ILBEcoli5442583,ERS206748,9475_4#70,ERR279366
ILBEcoli5442587,ERS206752,9475_4#74,ERR279370
ILBEcoli5442588,ERS206753,9475_4#75,ERR279371
ILBEcoli5442589,ERS206754,9475_4#76,ERR279372
ILBEcoli5442590,ERS206755,9475_4#77,ERR279373
3487STDY6036382,ERS668966,15966_8#1,ERR926351
3487STDY6036383,ERS668967,15966_8#2,ERR926352
3487STDY6036384,ERS668968,15966_8#3,ERR926353
3487STDY6036385,ERS668969,15966_8#4,ERR926354
3487STDY6036386,ERS668970,15966_8#5,ERR926355
3487STDY6036387,ERS668971,15966_8#6,ERR926356
3487STDY6036388,ERS668972,15966_8#7,ERR926357
3487STDY6036389,ERS668973,15966_8#8,ERR926358
3487STDY6036390,ERS668974,15966_8#9,ERR926359
3487STDY6036391,ERS668975,15966_8#10,ERR926360
3487STDY6036392,ERS668976,15966_8#11,ERR926361
3487STDY6036393,ERS668977,15966_8#12,ERR926362
3487STDY6036394,ERS668978,15966_8#13,ERR926363
3487STDY6036395,ERS668979,15966_8#14,ERR926364
3487STDY6036396,ERS668980,15966_8#15,ERR926365
3487STDY6036397,ERS668981,15966_8#16,ERR926366
3487STDY6036398,ERS668982,15966_8#17,ERR926367
3487STDY6036399,ERS668983,15966_8#18,ERR926368
3487STDY6036400,ERS668984,15966_8#19,ERR926369
3487STDY6036403,ERS668987,15966_8#22,ERR926372
3487STDY6036404,ERS668988,15966_8#23,ERR926373
3487STDY6036405,ERS668989,15966_8#24,ERR926374
3487STDY6036406,ERS668990,15966_8#25,ERR926375
3487STDY6036407,ERS668991,15966_8#26,ERR926376
3487STDY6036408,ERS668992,15966_8#27,ERR926377
3487STDY6036409,ERS668993,15966_8#28,ERR926378
3487STDY6036410,ERS668994,15966_8#29,ERR926379
3487STDY6036411,ERS668995,15966_8#30,ERR926380
3487STDY6036412,ERS668996,15966_8#31,ERR926381
3487STDY6036414,ERS668998,15966_8#32,ERR926382
3487STDY6036415,ERS668999,15966_8#33,ERR926383
3487STDY6036416,ERS669000,15966_8#34,ERR926384
3487STDY6036417,ERS669001,15966_8#35,ERR926385
3487STDY6036418,ERS669002,15966_8#36,ERR926386
3487STDY6036420,ERS669004,15966_8#38,ERR926388
3487STDY6036421,ERS669005,15966_8#39,ERR926389
3487STDY6036422,ERS669006,15966_8#40,ERR926390
3487STDY6036423,ERS669007,15966_8#41,ERR926391
3487STDY6036424,ERS669008,15966_8#42,ERR926392
3487STDY6036425,ERS669009,15966_8#43,ERR926393
3487STDY6036426,ERS669010,15966_8#44,ERR926394
3487STDY6036427,ERS669011,15966_8#45,ERR926395
3487STDY6036428,ERS669012,15966_8#46,ERR926396
3487STDY6036429,ERS669013,15966_8#47,ERR926397
3487STDY6036430,ERS669014,15966_8#48,ERR926398
3487STDY6036431,ERS669015,15966_8#49,ERR926399
3487STDY6036432,ERS669016,15966_8#50,ERR926400
3487STDY6036433,ERS669017,15966_8#51,ERR926401
3487STDY6036434,ERS669018,15966_8#52,ERR926402
3487STDY6036435,ERS669019,15966_8#53,ERR926403
3487STDY6036436,ERS669020,15966_8#54,ERR926404
3487STDY6036437,ERS669021,15966_8#55,ERR926405
3487STDY6036438,ERS669022,15966_8#56,ERR926406
3487STDY6036440,ERS669024,15966_8#58,ERR926408
3487STDY6036441,ERS669025,15966_8#59,ERR926409
3487STDY6036443,ERS669027,15966_8#61,ERR926411
3487STDY6036444,ERS669028,15966_8#62,ERR926412
3487STDY6036445,ERS669029,15966_8#63,ERR926413
3487STDY6036447,ERS669031,15966_8#64,ERR926414
3487STDY6036448,ERS669032,15966_8#65,ERR926415
3487STDY6036449,ERS669033,15966_8#66,ERR926416
3487STDY6036450,ERS669034,15966_8#67,ERR926417
3487STDY6036451,ERS669035,15966_8#68,ERR926418
3487STDY6036452,ERS669036,15966_8#69,ERR926419
3487STDY6036453,ERS669037,15966_8#70,ERR926420
3487STDY6036455,ERS669039,15966_8#71,ERR926421
3487STDY6036457,ERS669041,15966_8#72,ERR926422
3487STDY6036458,ERS669042,15966_8#73,ERR926423
3487STDY6036460,ERS669044,15966_8#75,ERR926425
3487STDY6036461,ERS669045,15966_8#76,ERR926426
3487STDY6036463,ERS669047,15966_8#77,ERR926427
3487STDY6036464,ERS669048,15966_8#78,ERR926428
3487STDY6036465,ERS669049,15966_8#79,ERR926429
3487STDY6036466,ERS669050,15966_8#80,ERR926430
3487STDY6036467,ERS669051,15966_8#81,ERR926431
3487STDY6036468,ERS669052,15966_8#82,ERR926432
3487STDY6036470,ERS669054,15966_8#84,ERR926434
3487STDY6036471,ERS669055,15966_8#85,ERR926435
3487STDY6036486,ERS669067,15966_8#94,ERR926444
3487STDY6036506,ERS669087,16228_1#16,ERR971962
3487STDY6036508,ERS669089,16228_1#17,ERR971963
3487STDY6036520,ERS669101,16228_1#20,ERR971966
3487STDY6036526,ERS669107,16228_1#22,ERR971968
3487STDY6036533,ERS669114,16228_1#24,ERR971970
3487STDY6036547,ERS669128,16228_1#33,ERR971979
3487STDY6036565,ERS669146,16228_1#41,ERR971987
3487STDY6036413,ERS668997,16228_1#42,ERR971988
3487STDY6036446,ERS669030,16228_1#43,ERR971989
3487STDY6036454,ERS669038,16228_1#44,ERR971990
3487STDY6036456,ERS669040,16228_1#45,ERR971991
3487STDY6036462,ERS669046,16228_1#46,ERR971992
3487STDY6036473,ERS669057,16228_1#48,ERR971994
3487STDY6036519,ERS669100,16228_1#62,ERR972008
3898STDY6199576,ERS838778,18090_6#33,ERR1218534
3898STDY6199589,ERS838795,18090_6#34,ERR1218535
3898STDY6199593,ERS838804,18090_6#35,ERR1218536
3898STDY6199596,ERS838810,18090_6#36,ERR1218537
3898STDY6199597,ERS838812,18090_6#37,ERR1218538
3898STDY6199599,ERS838816,18090_6#38,ERR1218539
3898STDY6199601,ERS838819,18090_6#39,ERR1218540
3898STDY6199608,ERS838833,18090_6#40,ERR1218541
3898STDY6199610,ERS838837,18090_6#41,ERR1218542
3898STDY6199614,ERS838844,18090_6#42,ERR1218543
3898STDY6199622,ERS838862,18090_6#43,ERR1218544
3898STDY6199624,ERS838866,18090_6#44,ERR1218545
3898STDY6199638,ERS838891,18090_6#45,ERR1218546
3898STDY6199651,ERS838904,18090_6#48,ERR1218549
3898STDY6199653,ERS838906,18090_6#50,ERR1218551
3898STDY6199656,ERS838909,18090_6#51,ERR1218552
3898STDY6199658,ERS838911,18090_6#52,ERR1218553
3898STDY6199698,ERS838851,18090_6#53,ERR1218554
3898STDY6199766,ERS838922,18090_6#55,ERR1218556
3898STDY6199773,ERS838932,18090_6#56,ERR1218557
3898STDY6199781,ERS838948,18090_6#57,ERR1218558
3898STDY6199790,ERS838967,18090_6#58,ERR1218559
3898STDY6199796,ERS838979,18090_6#59,ERR1218560
3898STDY6199804,ERS838996,18090_6#60,ERR1218561
3898STDY6199808,ERS839004,18090_6#61,ERR1218562
3898STDY6199815,ERS839018,18090_6#63,ERR1218564
3898STDY6199571,ERS838773,18090_6#80,ERR1218581
3898STDY6199572,ERS838774,18090_6#81,ERR1218582
3898STDY6199573,ERS838775,18090_6#82,ERR1218583
3898STDY6199574,ERS838776,18090_6#83,ERR1218584
3898STDY6199575,ERS838777,18090_6#84,ERR1218585
3898STDY6199577,ERS838779,18090_6#85,ERR1218586
3898STDY6199578,ERS838780,18090_6#86,ERR1218587
3898STDY6199579,ERS838781,18090_6#87,ERR1218588
3898STDY6199580,ERS838782,18090_6#88,ERR1218589
3898STDY6199581,ERS838783,18090_6#89,ERR1218590
3898STDY6199582,ERS838784,18090_6#90,ERR1218591
3898STDY6199583,ERS838785,18090_6#91,ERR1218592
3898STDY6199584,ERS838786,18090_6#92,ERR1218593
3898STDY6199585,ERS838787,18090_6#93,ERR1218594
3898STDY6199586,ERS838788,18090_6#94,ERR1218595
3898STDY6199587,ERS838791,18090_6#95,ERR1218596
3898STDY6199588,ERS838793,18090_7#1,ERR1218597
3898STDY6199590,ERS838797,18090_7#2,ERR1218598
3898STDY6199591,ERS838799,18090_7#3,ERR1218599
3898STDY6199592,ERS838801,18090_7#4,ERR1218600
3898STDY6199594,ERS838805,18090_7#5,ERR1218601
3898STDY6199595,ERS838808,18090_7#6,ERR1218602
3898STDY6199598,ERS838814,18090_7#7,ERR1218603
3898STDY6199600,ERS838818,18090_7#8,ERR1218604
3898STDY6199602,ERS838821,18090_7#9,ERR1218605
3898STDY6199603,ERS838823,18090_7#10,ERR1218606
3898STDY6199604,ERS838825,18090_7#11,ERR1218607
3898STDY6199605,ERS838827,18090_7#12,ERR1218608
3898STDY6199606,ERS838829,18090_7#13,ERR1218609
3898STDY6199607,ERS838831,18090_7#14,ERR1218610
3898STDY6199609,ERS838835,18090_7#15,ERR1218611
3898STDY6199611,ERS838839,18090_7#16,ERR1218612
3898STDY6199612,ERS838841,18090_7#17,ERR1218613
3898STDY6199613,ERS838842,18090_7#18,ERR1218614
3898STDY6199615,ERS838846,18090_7#19,ERR1218615
3898STDY6199616,ERS838848,18090_7#20,ERR1218616
3898STDY6199617,ERS838850,18090_7#21,ERR1218617
3898STDY6199618,ERS838853,18090_7#22,ERR1218618
3898STDY6199619,ERS838855,18090_7#23,ERR1218619
3898STDY6199620,ERS838858,18090_7#24,ERR1218620
3898STDY6199621,ERS838860,18090_7#25,ERR1218621
3898STDY6199623,ERS838864,18090_7#26,ERR1218622
3898STDY6199625,ERS838868,18090_7#27,ERR1218623
3898STDY6199626,ERS838870,18090_7#28,ERR1218624
3898STDY6199627,ERS838872,18090_7#29,ERR1218625
3898STDY6199628,ERS838874,18090_7#30,ERR1218626
3898STDY6199629,ERS838876,18090_7#31,ERR1218627
3898STDY6199630,ERS838878,18090_7#32,ERR1218628
3898STDY6199631,ERS838880,18090_7#33,ERR1218629
3898STDY6199632,ERS838882,18090_7#34,ERR1218630
3898STDY6199633,ERS838884,18090_7#35,ERR1218631
3898STDY6199634,ERS838886,18090_7#36,ERR1218632
3898STDY6199635,ERS838888,18090_7#37,ERR1218633
3898STDY6199636,ERS838889,18090_7#38,ERR1218634
3898STDY6199637,ERS838890,18090_7#39,ERR1218635
3898STDY6199639,ERS838892,18090_7#40,ERR1218636
3898STDY6199640,ERS838893,18090_7#41,ERR1218637
3898STDY6199642,ERS838895,18090_7#43,ERR1218639
3898STDY6199643,ERS838896,18090_7#44,ERR1218640
3898STDY6199644,ERS838897,18090_7#45,ERR1218641
3898STDY6199645,ERS838898,18090_7#46,ERR1218642
3898STDY6199648,ERS838901,18090_7#47,ERR1218643
3898STDY6199649,ERS838902,18090_7#48,ERR1218644
3898STDY6199654,ERS838907,18090_7#50,ERR1218646
3898STDY6199657,ERS838910,18090_7#52,ERR1218648
3898STDY6199659,ERS838912,18090_7#53,ERR1218649
3898STDY6199660,ERS838913,18090_7#54,ERR1218650
3898STDY6199661,ERS838914,18090_7#55,ERR1218651
3898STDY6199662,ERS838915,18090_7#56,ERR1218652
3898STDY6199664,ERS838917,18090_7#58,ERR1218654
3898STDY6199665,ERS838918,18090_7#59,ERR1218655
3898STDY6199667,ERS838789,18090_7#60,ERR1218656
3898STDY6199669,ERS838792,18090_7#62,ERR1218658
3898STDY6199670,ERS838794,18090_7#63,ERR1218659
3898STDY6199671,ERS838796,18090_7#64,ERR1218660
3898STDY6199672,ERS838798,18090_7#65,ERR1218661
3898STDY6199673,ERS838800,18090_7#66,ERR1218662
3898STDY6199674,ERS838802,18090_7#67,ERR1218663
3898STDY6199675,ERS838803,18090_7#68,ERR1218664
3898STDY6199677,ERS838807,18090_7#70,ERR1218666
3898STDY6199680,ERS838813,18090_7#73,ERR1218669
3898STDY6199682,ERS838817,18090_7#75,ERR1218671
3898STDY6199685,ERS838824,18090_7#78,ERR1218674
3898STDY6199686,ERS838826,18090_7#79,ERR1218675
3898STDY6199687,ERS838828,18090_7#80,ERR1218676
3898STDY6199689,ERS838832,18090_7#82,ERR1218678
3898STDY6199692,ERS838838,18090_7#85,ERR1218681
3898STDY6199693,ERS838840,18090_7#86,ERR1218682
3898STDY6199694,ERS838843,18090_7#87,ERR1218683
3898STDY6199695,ERS838845,18090_7#88,ERR1218684
3898STDY6199696,ERS838847,18090_7#89,ERR1218685
3898STDY6199697,ERS838849,18090_7#90,ERR1218686
3898STDY6199700,ERS838854,18090_7#92,ERR1218688
3898STDY6199701,ERS838856,18090_7#93,ERR1218689
3898STDY6199702,ERS838857,18090_7#94,ERR1218690
3898STDY6199704,ERS838861,18090_8#2,ERR1218692
3898STDY6199705,ERS838863,18090_8#3,ERR1218693
3898STDY6199706,ERS838865,18090_8#4,ERR1218694
3898STDY6199707,ERS838867,18090_8#5,ERR1218695
3898STDY6199708,ERS838869,18090_8#6,ERR1218696
3898STDY6199709,ERS838871,18090_8#7,ERR1218697
3898STDY6199710,ERS838873,18090_8#8,ERR1218698
3898STDY6199713,ERS838879,18090_8#11,ERR1218701
3898STDY6199714,ERS838881,18090_8#12,ERR1218702
3898STDY6199715,ERS838883,18090_8#13,ERR1218703
3898STDY6199764,ERS838920,18090_8#15,ERR1218705
3898STDY6199768,ERS838924,18090_8#16,ERR1218706
3898STDY6199769,ERS838925,18090_8#17,ERR1218707
3898STDY6199772,ERS838930,18090_8#18,ERR1218708
3898STDY6199778,ERS838942,18090_8#19,ERR1218709
3898STDY6199780,ERS838946,18090_8#20,ERR1218710
3898STDY6199784,ERS838954,18090_8#21,ERR1218711
3898STDY6199792,ERS838970,18090_8#22,ERR1218712
3898STDY6199793,ERS838973,18090_8#23,ERR1218713
3898STDY6199798,ERS838982,18090_8#24,ERR1218714
3898STDY6199799,ERS838984,18090_8#25,ERR1218715
3898STDY6199802,ERS838992,18090_8#26,ERR1218716
3898STDY6199805,ERS838998,18090_8#27,ERR1218717
3898STDY6199806,ERS839000,18090_8#28,ERR1218718
3898STDY6199807,ERS839002,18090_8#29,ERR1218719
3898STDY6199809,ERS839005,18090_8#30,ERR1218720
3898STDY6199816,ERS839020,18090_8#33,ERR1218723
3898STDY6199923,ERS839037,18090_8#84,ERR1218774
DASSIM7486811,ERS2493389,26141_1#134,"not found"
DASSIM7486812,ERS2493390,26141_1#135,"not found"
DASSIM7486813,ERS2493391,26141_1#136,"not found"
DASSIM7486814,ERS2493392,26141_1#137,"not found"
DASSIM7486815,ERS2493393,26141_1#138,"not found"
DASSIM7486816,ERS2493394,26141_1#139,"not found"
DASSIM7486817,ERS2493395,26141_1#140,"not found"
DASSIM7486818,ERS2493396,26141_1#141,"not found"
DASSIM7486819,ERS2493397,26141_1#142,"not found"
DASSIM7486820,ERS2493398,26141_1#143,"not found"
DASSIM7486821,ERS2493399,26141_1#144,"not found"
DASSIM7486822,ERS2493400,26141_1#145,"not found"
DASSIM7486823,ERS2493401,26141_1#146,"not found"
DASSIM7486824,ERS2493402,26141_1#147,"not found"
DASSIM7486825,ERS2493403,26141_1#148,"not found"
DASSIM7486826,ERS2493404,26141_1#149,"not found"
DASSIM7486828,ERS2493405,26141_1#150,"not found"
DASSIM7486829,ERS2493406,26141_1#151,"not found"
DASSIM7486830,ERS2493407,26141_1#152,"not found"
DASSIM7486831,ERS2493408,26141_1#153,"not found"
DASSIM7486832,ERS2493409,26141_1#154,"not found"
DASSIM7486833,ERS2493410,26141_1#155,"not found"
DASSIM7486834,ERS2493411,26141_1#156,"not found"
DASSIM7486835,ERS2493412,26141_1#157,"not found"
DASSIM7486836,ERS2493413,26141_1#158,"not found"
DASSIM7486837,ERS2493414,26141_1#159,"not found"
DASSIM7486838,ERS2493415,26141_1#160,"not found"
DASSIM7486840,ERS2493416,26141_1#161,"not found"
DASSIM7486841,ERS2493417,26141_1#162,"not found"
DASSIM7486843,ERS2493419,26141_1#164,"not found"
DASSIM7486844,ERS2493420,26141_1#165,"not found"
DASSIM7486846,ERS2493421,26141_1#166,"not found"
DASSIM7486848,ERS2493423,26141_1#168,"not found"
DASSIM7486849,ERS2493424,26141_1#169,"not found"
DASSIM7486850,ERS2493425,26141_1#170,"not found"
DASSIM7486851,ERS2493426,26141_1#171,"not found"
DASSIM7486852,ERS2493427,26141_1#172,"not found"
DASSIM7486853,ERS2493428,26141_1#173,"not found"
DASSIM7486854,ERS2493429,26141_1#174,"not found"
DASSIM7486855,ERS2493430,26141_1#175,"not found"
DASSIM7486856,ERS2493431,26141_1#176,"not found"
DASSIM7486857,ERS2493432,26141_1#177,"not found"
DASSIM7486858,ERS2493433,26141_1#178,"not found"
DASSIM7486859,ERS2493434,26141_1#179,"not found"
DASSIM7486860,ERS2493435,26141_1#180,"not found"
DASSIM7486861,ERS2493436,26141_1#181,"not found"
DASSIM7486862,ERS2493437,26141_1#182,"not found"
DASSIM7486863,ERS2493438,26141_1#183,"not found"
DASSIM7486864,ERS2493439,26141_1#184,"not found"
DASSIM7486866,ERS2493441,26141_1#186,"not found"
DASSIM7486867,ERS2493442,26141_1#187,"not found"
DASSIM7486869,ERS2493444,26141_1#189,"not found"
DASSIM7486870,ERS2493445,26141_1#190,"not found"
DASSIM7486871,ERS2493446,26141_1#191,"not found"
DASSIM7486872,ERS2493447,26141_1#192,"not found"
DASSIM7486873,ERS2493448,26141_1#193,"not found"
DASSIM7486874,ERS2493449,26141_1#194,"not found"
DASSIM7486875,ERS2493450,26141_1#195,"not found"
DASSIM7486876,ERS2493451,26141_1#196,"not found"
DASSIM7486877,ERS2493452,26141_1#197,"not found"
DASSIM7486878,ERS2493453,26141_1#198,"not found"
DASSIM7486879,ERS2493454,26141_1#199,"not found"
DASSIM7486881,ERS2493456,26141_1#200,"not found"
DASSIM7486882,ERS2493457,26141_1#201,"not found"
DASSIM7486883,ERS2493458,26141_1#202,"not found"
DASSIM7486884,ERS2493459,26141_1#203,"not found"
DASSIM7486885,ERS2493460,26141_1#204,"not found"
DASSIM7486886,ERS2493461,26141_1#205,"not found"
DASSIM7486888,ERS2493463,26141_1#206,"not found"
DASSIM7486889,ERS2493464,26141_1#207,"not found"
DASSIM7486890,ERS2493465,26141_1#208,"not found"
DASSIM7486892,ERS2493466,26141_1#209,"not found"
DASSIM7486894,ERS2493468,26141_1#210,"not found"
DASSIM7486895,ERS2493469,26141_1#211,"not found"
DASSIM7486896,ERS2493470,26141_1#212,"not found"
DASSIM7486897,ERS2493471,26141_1#213,"not found"
DASSIM7486898,ERS2493472,26141_1#214,"not found"
DASSIM7486899,ERS2493473,26141_1#215,"not found"
DASSIM7486901,ERS2493475,26141_1#217,"not found"
DASSIM7486902,ERS2493476,26141_1#218,"not found"
DASSIM7486903,ERS2493477,26141_1#219,"not found"
DASSIM7486904,ERS2493478,26141_1#220,"not found"
DASSIM7486905,ERS2493479,26141_1#221,"not found"
DASSIM7486906,ERS2493480,26141_1#222,"not found"
DASSIM7486907,ERS2493481,26141_1#223,"not found"
DASSIM7486909,ERS2493483,26141_1#224,"not found"
DASSIM7486910,ERS2493484,26141_1#225,"not found"
DASSIM7486911,ERS2493485,26141_1#226,"not found"
DASSIM7486912,ERS2493486,26141_1#227,"not found"
DASSIM7486913,ERS2493487,26141_1#228,"not found"
DASSIM7486914,ERS2493488,26141_1#229,"not found"
DASSIM7486915,ERS2493489,26141_1#230,"not found"
DASSIM7486917,ERS2493491,26141_1#232,"not found"
DASSIM7486921,ERS2493508,26141_1#236,"not found"
DASSIM7486922,ERS2493509,26141_1#237,"not found"
DASSIM7486924,ERS2493511,26141_1#239,"not found"
DASSIM7486925,ERS2493512,26141_1#240,"not found"
DASSIM7486926,ERS2493513,26141_1#241,"not found"
DASSIM7486928,ERS2493515,26141_1#242,"not found"
DASSIM7486929,ERS2493516,26141_1#243,"not found"
DASSIM7486930,ERS2493517,26141_1#244,"not found"
DASSIM7486932,ERS2493519,26141_1#246,"not found"
DASSIM7486933,ERS2493520,26141_1#247,"not found"
DASSIM7486934,ERS2493521,26141_1#248,"not found"
DASSIM7486936,ERS2493495,26141_1#250,"not found"
DASSIM7486937,ERS2493496,26141_1#251,"not found"
DASSIM7486938,ERS2493497,26141_1#252,"not found"
DASSIM7486939,ERS2493498,26141_1#253,"not found"
DASSIM7486940,ERS2493499,26141_1#254,"not found"
DASSIM7486942,ERS2493501,26141_1#255,"not found"
DASSIM7486943,ERS2493502,26141_1#256,"not found"
DASSIM7486944,ERS2493503,26141_1#257,"not found"
DASSIM7486945,ERS2493504,26141_1#258,"not found"
DASSIM7486946,ERS2493505,26141_1#259,"not found"
DASSIM7486947,ERS2493506,26141_1#260,"not found"
DASSIM7486948,ERS2493522,26141_1#261,"not found"
DASSIM7486949,ERS2493523,26141_1#262,"not found"
DASSIM7486950,ERS2493524,26141_1#263,"not found"
DASSIM7486952,ERS2493526,26141_1#265,"not found"
DASSIM7486953,ERS2493527,26141_1#266,"not found"
DASSIM7486954,ERS2493528,26141_1#267,"not found"
DASSIM7486955,ERS2493529,26141_1#268,"not found"
DASSIM7486957,ERS2493531,26141_1#270,"not found"
DASSIM7486958,ERS2493532,26141_1#271,"not found"
DASSIM7486959,ERS2493533,26141_1#272,"not found"
DASSIM7486960,ERS2493534,26141_1#273,"not found"
DASSIM7486963,ERS2493537,26141_1#274,"not found"
DASSIM7486964,ERS2493538,26141_1#275,"not found"
DASSIM7486965,ERS2493539,26141_1#276,"not found"
DASSIM7486966,ERS2493540,26141_1#277,"not found"
DASSIM7486967,ERS2493541,26141_1#278,"not found"
DASSIM7486968,ERS2493542,26141_1#279,"not found"
DASSIM7486969,ERS2493543,26141_1#280,"not found"
DASSIM7486971,ERS2493545,26141_1#282,"not found"
DASSIM7486972,ERS2493546,26141_1#283,"not found"
DASSIM7486973,ERS2493547,26141_1#284,ERR3168700
DASSIM7486974,ERS2493548,26141_1#285,"not found"
DASSIM7486975,ERS2493549,26141_1#286,"not found"
DASSIM7486976,ERS2493550,26141_1#287,"not found"
DASSIM7486977,ERS2493551,26141_1#288,"not found"
DASSIM7486978,ERS2493552,26141_1#289,"not found"
DASSIM7486979,ERS2493553,26141_1#290,"not found"
DASSIM7486980,ERS2493554,26141_1#291,"not found"
DASSIM7486981,ERS2493555,26141_1#292,"not found"
DASSIM7486982,ERS2493556,26141_1#293,"not found"
DASSIM7486984,ERS2493558,26141_1#295,"not found"
DASSIM7486986,ERS2493560,26141_1#296,"not found"
DASSIM7486987,ERS2493561,26141_1#297,"not found"
DASSIM7486989,ERS2493563,26141_1#298,"not found"
DASSIM7486990,ERS2493564,26141_1#299,"not found"
DASSSIM27647386,ERS2855095,28099_1#1,"not found"
DASSSIM27647484,ERS2855192,28099_1#2,"not found"
DASSSIM27647485,ERS2855193,28099_1#7,"not found"
DASSSIM27647388,ERS2855097,28099_1#10,"not found"
DASSSIM27647486,ERS2855194,28099_1#11,"not found"
DASSSIM27647389,ERS2855098,28099_1#14,"not found"
DASSSIM27647390,ERS2855099,28099_1#18,"not found"
DASSSIM27647488,ERS2855195,28099_1#19,"not found"
DASSSIM27647391,ERS2855100,28099_1#22,"not found"
DASSSIM27647489,ERS2855196,28099_1#23,"not found"
DASSSIM27647392,ERS2855101,28099_1#26,"not found"
DASSSIM27647490,ERS2855197,28099_1#27,"not found"
DASSSIM27647393,ERS2855102,28099_1#30,"not found"
DASSSIM27647491,ERS2855198,28099_1#31,"not found"
DASSSIM27647394,ERS2855103,28099_1#34,"not found"
DASSSIM27647492,ERS2855199,28099_1#35,"not found"
DASSSIM27647395,ERS2855104,28099_1#38,"not found"
DASSSIM27647493,ERS2855200,28099_1#39,"not found"
DASSSIM27647298,ERS2855009,28099_1#41,"not found"
DASSSIM27647397,ERS2855106,28099_1#42,"not found"
DASSSIM27647494,ERS2855201,28099_1#43,"not found"
DASSSIM27647398,ERS2855107,28099_1#46,"not found"
DASSSIM27647495,ERS2855202,28099_1#47,"not found"
DASSSIM27647300,ERS2855011,28099_1#49,"not found"
DASSSIM27647399,ERS2855108,28099_1#50,"not found"
DASSSIM27647496,ERS2855203,28099_1#51,"not found"
DASSSIM27647301,ERS2855012,28099_1#53,"not found"
DASSSIM27647400,ERS2855109,28099_1#54,"not found"
DASSSIM27647497,ERS2855204,28099_1#55,"not found"
DASSSIM27647302,ERS2855013,28099_1#57,"not found"
DASSSIM27647401,ERS2855110,28099_1#58,"not found"
DASSSIM27647498,ERS2855205,28099_1#59,"not found"
DASSSIM27647303,ERS2855014,28099_1#61,"not found"
DASSSIM27647402,ERS2855111,28099_1#62,"not found"
DASSSIM27647499,ERS2855206,28099_1#63,"not found"
DASSSIM27647304,ERS2855015,28099_1#65,"not found"
DASSSIM27647403,ERS2855112,28099_1#66,"not found"
DASSSIM27647305,ERS2855016,28099_1#69,"not found"
DASSSIM27647404,ERS2855113,28099_1#70,"not found"
DASSSIM27647501,ERS2855208,28099_1#71,"not found"
DASSSIM27647306,ERS2855017,28099_1#73,"not found"
DASSSIM27647405,ERS2855114,28099_1#74,"not found"
DASSSIM27647502,ERS2855209,28099_1#75,"not found"
DASSSIM27647307,ERS2855040,28099_1#77,"not found"
DASSSIM27647406,ERS2855115,28099_1#78,"not found"
DASSSIM27647503,ERS2855210,28099_1#79,"not found"
DASSSIM27647308,ERS2855041,28099_1#81,"not found"
DASSSIM27647407,ERS2855116,28099_1#82,"not found"
DASSSIM27647504,ERS2855211,28099_1#83,"not found"
DASSSIM27647309,ERS2855042,28099_1#85,"not found"
DASSSIM27647408,ERS2855117,28099_1#86,"not found"
DASSSIM27647505,ERS2855212,28099_1#87,"not found"
DASSSIM27647310,ERS2855043,28099_1#89,"not found"
DASSSIM27647409,ERS2855118,28099_1#90,"not found"
DASSSIM27647506,ERS2855213,28099_1#91,"not found"
DASSSIM27647311,ERS2855044,28099_1#93,"not found"
DASSSIM27647410,ERS2855119,28099_1#94,"not found"
DASSSIM27647507,ERS2855214,28099_1#95,"not found"
DASSSIM27647312,ERS2855045,28099_1#98,"not found"
DASSSIM27647411,ERS2855120,28099_1#99,"not found"
DASSSIM27647508,ERS2855215,28099_1#100,"not found"
DASSSIM27647313,ERS2855046,28099_1#102,"not found"
DASSSIM27647412,ERS2855121,28099_1#103,"not found"
DASSSIM27647509,ERS2855216,28099_1#104,"not found"
DASSSIM27647314,ERS2855047,28099_1#106,"not found"
DASSSIM27647413,ERS2855122,28099_1#107,"not found"
DASSSIM27647315,ERS2855048,28099_1#110,"not found"
DASSSIM27647414,ERS2855123,28099_1#111,"not found"
DASSSIM27647511,ERS2855218,28099_1#112,"not found"
DASSSIM27647316,ERS2855049,28099_1#114,"not found"
DASSSIM27647415,ERS2855124,28099_1#115,"not found"
DASSSIM27647512,ERS2855219,28099_1#116,"not found"
DASSSIM27647317,ERS2855050,28099_1#118,"not found"
DASSSIM27647416,ERS2855125,28099_1#119,"not found"
DASSSIM27647513,ERS2855220,28099_1#120,"not found"
DASSSIM27647417,ERS2855126,28099_1#123,"not found"
DASSSIM27647515,ERS2855222,28099_1#125,"not found"
DASSSIM27647319,ERS2855019,28099_1#127,"not found"
DASSSIM27647418,ERS2855127,28099_1#128,"not found"
DASSSIM27647516,ERS2855223,28099_1#129,"not found"
DASSSIM27647320,ERS2855020,28099_1#131,"not found"
DASSSIM27647419,ERS2855128,28099_1#132,"not found"
DASSSIM27647518,ERS2855225,28099_1#133,"not found"
DASSSIM27647321,ERS2855021,28099_1#135,"not found"
DASSSIM27647420,ERS2855129,28099_1#136,"not found"
DASSSIM27647519,ERS2855226,28099_1#137,"not found"
DASSSIM27647322,ERS2855022,28099_1#139,"not found"
